lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;ve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
819181237;BSO;Nee;Club BijdeHandjes - Harskamp;22;;Ingeschreven;06-01-2014;Molenweg 8 ;6732BL;Harskamp;0228010000056292;Kinderopvang BijdeHandjes B.V.;56823762;000026861739;Besloten Vennootschap;2016-01-06;;Postbus 50;3430AB;Nieuwegein;;Postbus 50;3430AB;Nieuwegein;;Kinderopvang BijdeHandjes;'0306047599';kwaliteit@babilou-family.nl;http://www.bijdehandjes.info;228;Ede;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b82e5d04-6b31-400f-a6c9-9854e98d401f
819245665;KDV;Nee;VIPKids Boskoop;32;Nee;Ingeschreven;28-07-2021;Gouwestraat 3 ;2771CG;Boskoop;0484010002039040;VIPKids Holding B.V.;83045384;000083045384;Besloten Vennootschap;2016-01-28;;Fluwelensingel 83 ;2806CE;Gouda;;Gouwestraat 3 ;2771CG;Boskoop;;Larissa Borissenko;'06-33897975';boskoop@vipkids.eu;http://www.vipkids.eu;484;Alphen aan den Rijn;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5fc44fde-d5a5-4177-8a15-79c9fef4cefa
819347760;BSO;Nee;Sport en Spel NSO Leeuwenbergh 'Simba';86;;Ingeschreven;01-01-2010;Lindelaan 7 ;2495BA;'s-Gravenhage;0518010000584164;Sportcentrum Leeuwenbergh;54152801;;VennootschapOnderFirma;2016-01-08;;Lindelaan 7 ;2495BA;'s-Gravenhage;;Lindelaan 7 ;2495BA;'s-Gravenhage;;G.J.J. van Hellemondt en R.A. Reichardt;'06 51 56 31 78';info@sportcentrumleeuwenbergh.nl;http://www.sportcentrumleeuwenbergh.nl/naschoolseopvang;518;'s-Gravenhage;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/497d3d22-7c4c-4255-ada9-f2e408a8e25f
819370630;VGO;Nee;Asoud El Farissi;6;;Ingeschreven;09-08-2019;Strobloempad 4 ;3202CG;Spijkenisse;0612010000032217;Asoud El Farissi;;;;;;;;;;;;;;;'';;;1930;Nissewaard;225197686;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/26aec0ee-4b74-46f6-b9af-f2afc1522f43
819391608;BSO;Nee;kinderopvang Schenkel Mundo;66;;Ingeschreven;15-07-2015;Gangesstraat 13 ;3207AC;Spijkenisse;0612010000034907;Mundo Kinderopvang B.V.;27181700;000027181700;Besloten Vennootschap;2016-02-17;;Marconiweg 2C ;3112EP;Schiedam;;;;;;mevrouw Nicole van Cranenburgh;'010-2461133';info@kinderopvangmundo.nl;http://www.kinderopvangmundo.nl;1930;Nissewaard;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c994eaab-f72f-4888-aacf-1f3a035ec242
819402047;KDV;Nee;Kersjes;52;Nee;Ingeschreven;01-09-2018;Sportlaan 2B ;1111PX;Diemen;0384010000018030;Stichting Kind & Co Ludens;30182723;000025967150;Stichting;2015-12-18;;Postbus 250;3430AG;Nieuwegein;;;;;;Sabine Purba-Charpentier;'0612429709';s.charpentier@kindencoludens.nl;https://www.kindencoludens.nl;384;Diemen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2aacfe98-f6c4-4f99-98e3-b89779047ab7
819445010;BSO;Nee;IKC Prins Willem Alexander;90;;Ingeschreven;29-08-2011;Gansfoortstraat 3 ;3132EM;Vlaardingen;0622010000105347;UN1EK kinderopvang B.V.;24416445;;Besloten Vennootschap;2016-01-27;;Postbus 3014;3130CA;Vlaardingen;;;;;;Marieke Wolgen;'010-4355611';info@un1ek.nl;http://www.un1ek.nl;622;Vlaardingen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0d0e52e4-5364-498e-990c-1073cfdbfe61
819587357;VGO;Nee;Busman;6;;Ingeschreven;29-03-2022;Bûterikkers 66 ;8711GV;Workum;0104010000135377;Busman;;;;;;;;;;;;;;;'';;;1900;Súdwest-Fryslân;170370471;171165937;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2c43cce9-8ee3-494a-b9b8-14d336c7ae88
819651436;VGO;Nee;Fluit-Teunissen;4;;Ingeschreven;27-10-2010;Jongkindstraat 12 ;6717MS;Ede;0228010000030428;Fluit-Teunissen;;;;;;;;;;;;;;;'';;;228;Ede;261494090;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ec978c89-597e-4b3b-93cb-e44bd427545d
819743021;KDV;Nee;KDV De Loper;48;Ja;Ingeschreven;12-02-2026;President Rooseveltlaan 213 ;6224CP;Maastricht;0935010000098002;Stichting MIK & Spelenderwijs Kindontwikkeling;14066305;000025522213;Stichting;2016-02-03;;Postbus 91;6190AB;Beek;;;;;;Beleidsmedewerker Kwaliteit KO;'088-3650601';kwaliteit@mik-spelenderwijs.nl;https://www.mik-spelenderwijs.nl;935;Maastricht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b9e536f8-4862-4be2-819c-f44926e57120
819825293;VGO;Nee;Soeparni;3;;Ingeschreven;16-12-2010;Ardennenlaan 4 ;1066MH;Amsterdam;0363010000568313;Soeparni;;;;;;;;;;;;;;;'';;;363;Amsterdam;134438929;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/05d85aad-2348-4298-9726-41042ff599e9
819877360;VGO;Nee;Mars;6;;Ingeschreven;16-01-2014;Van Hallware 32 ;8014RS;Zwolle;0193010000095381;Mars;;;;;;;;;;;;;;;'';;;193;Zwolle;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ff937d4f-91dd-4b08-8cab-67769043a089
819969606;VGO;Nee;Nieuwamerongen-Hobé;6;;Ingeschreven;01-09-2010;Kostverloren 59 ;3905AJ;Veenendaal;0345010002052086;Nieuwamerongen-Hobé;;;;;;;;;;;;;;;'';;;345;Veenendaal;160012351;162801580;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9f63c0b3-0d4e-49fb-8620-86b0c09dd109
820205497;KDV;Nee;Kindergarden Haarlem Kennemerplein;48;Nee;Ingeschreven;21-05-2012;Kennemerplein 3 ;2011MH;Haarlem;0392010000031013;Kindergarden Nederland B.V.;33303797;000024556483;Besloten Vennootschap;2016-01-12;;Herengracht 250 ;1016BV;Amsterdam;;Herengracht 250 ;1016BV;Amsterdam;;Kindergarden Nederland;'020-4235422';info@kindergarden.nl;http://www.kindergarden.nl;392;Haarlem;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a4b149da-462b-4115-9c1a-d2892275c254
820342919;BSO;Nee;ZieZaZo;55;;Ingeschreven;15-06-2011;Van Lawick van Pabstlaan 1A ;3453RA;De Meern;0344010000105978;Kinderdagverblijf LOKOWO B.V.;30270371;000026875292;BeslotenVennootschap;2016-01-27;;Utrechtsestraatweg 91 ;3445AP;Woerden;;Van Lawick van Pabstlaan 1a ;3453RA;De Meern;;Mw. M. Aalbers-de Groot;'030-6666447';bso@ziezazo.com;http://www.ziezazo.com;344;Utrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/54a339c2-b41f-47b8-89a4-349ae81d5225
820421509;BSO;Nee;BSO Smaragd;44;;Ingeschreven;27-10-2025;Esdoornstraat 10 ;8021WB;Zwolle;0193010000096563;CKO KleurRijk B.V.;50442090;;Besloten Vennootschap;2015-12-28;;Mr E.N. van Kleffensstraat 6 ;6842CV;Arnhem;;;;;;;'0644558901';smaragd@kleurrijk.nl;https://www.kleurrijk.nl;193;Zwolle;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0a1a5366-cfb5-4515-88e5-1bbc96fe449a
820424407;VGO;Nee;Waterman;6;;Ingeschreven;01-12-2022;Parelvissersstraat 454 ;7323CN;Apeldoorn;0200010000161363;Waterman;;;;;;;;;;;;;;;'';;;200;Apeldoorn;295706442;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7f57a9a6-994e-4f8a-b000-16894cf89f71
820428553;VGO;Nee;F. Rijpkema;6;;Ingeschreven;19-07-2016;Opvang bij de vraagouder;;;;Rijpkema;;;;;;;;;;;;;;;'';;;1940;De Fryske Marren;170370471;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/70a29ec2-7324-4713-b968-9bb3ac72aa2c
820558424;VGO;Nee;Schulze;6;;Ingeschreven;16-11-2018;Bleijerheiderstraat 41 ;6462AD;Kerkrade;0928010000011893;Schulze;;;;;;;;;;;;;;;'';;;928;Kerkrade;210344465;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3b382c1a-8b40-419f-85f8-da13b98c3461
820689944;KDV;Nee;Partou KDV Laan van Puntenburg 2A;74;Nee;Ingeschreven;01-01-2010;Laan van Puntenburg 2A ;3511ER;Utrecht;0344010000059625;Partou B.V.;30225440;000020148550;Besloten Vennootschap;2015-12-29;;Postbus 396;4130EJ;Vianen;;Postbus 396;4130EJ;VIANEN UT;;Secretariaat;'088-2357550';info@partou.nl;;344;Utrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5deb0a4a-c482-45ef-bd75-da3c6ed1b291
820712103;GOB;Nee;Gastouderbureau Westland;;;Ingeschreven;21-05-2014;Marnixlaan 39 ;2692DP;'s-Gravenzande;1783010000020842;Ende;42074761;000029471605;Eenmanszaak;2026-09-01;;;;;;Marnixlaan 39 ;2692DP;'s-Gravenzande;;P. van den Ende;'0624432257';pienvandenende@gobwestland.nl;http://www.gobwestland.nl;1783;Westland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0a1ed831-2597-4a03-a82c-df0996f4af24
820737835;KDV;Nee;Kinderopvang Buitenlust;61;Nee;Ingeschreven;01-03-2015;Blauwloop 3 ;5175PK;Loon op Zand;0809010000006346;Blauwloop B.V.;42023404;000054642167;Besloten Vennootschap;2016-01-11;;Blauwloop 3 ;5175PK;Loon op Zand;;;;;;Petra de Kort ;'+31 0611620263';info@kinderopvangbuitenlust.nl;http://www.kinderopvangbuitenlust.nl;809;Loon op Zand;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1bc097a5-f327-455f-8ca8-062d48d7d7ca
820788302;BSO;Nee;Bink bso Bavinck;60;;Ingeschreven;01-01-2010;Bosdrift 21 ;1214JS;Hilversum;0402010001533220;Stichting Bink;41194478;000020810318;Stichting;2026-05-29;;Postbus 1064;1200BB;Hilversum;;;;;;A. van Dieren;'035-6834499';info@binkkinderopvang.nl;http://www.binkkinderopvang.nl;402;Hilversum;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4d873ca4-2205-4d1f-a442-225dfd78650c
820808854;BSO;Nee;Woldkasteel BV locatie Boskids;20;;Ingeschreven;31-01-2022;J. H. W. Pasmanweg 12 ;8334RR;Tuk;1708010000011408;Woldkasteel B.V.;68997213;;BeslotenVennootschap;2016-02-23;;Tukseweg 158 ;8334RW;Tuk;;;;;;P. Ouwerkerk;'0521588760';info@woldkasteel.nl;http://www.bos-kids.nl;1708;Steenwijkerland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d0c7e77f-1be4-4bef-aa9c-4e763f46e031
820942285;VGO;Nee;Bergsma;6;;Ingeschreven;19-01-2024;Opvang bij de vraagouder;;;;Bergsma;;;;;;;;;;;;;;;'';;;80;Leeuwarden;880423043;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f7197bf8-6bf8-43a2-be8b-85e463981fe1
821039088;KDV;Nee;KDV Juliana;16;Nee;Ingeschreven;03-07-2026;Spechtstraat 49 ;3853VA;Ermelo;0233010000016583;CKO KleurRijk B.V.;50442090;;Besloten Vennootschap;2015-12-28;;Mr E.N. van Kleffensstraat 6 ;6842CV;Arnhem;;;;;;;'';juliana@kleurrijk.nl;https://www.kleurrijk.nl;233;Ermelo;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ce1d5d96-87b0-47e6-85b2-fe864320dc99
821141673;VGO;Nee;Kooistra-van der Kooi;6;;Ingeschreven;21-12-2010;Langdeel 15 ;9216WX;Oudega;0090010000623844;Kooistra-van der Kooi;;;;;;;;;;;;;;;'';;;90;Smallingerland;209887503;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/11b3e110-3ac9-4832-9e9c-b8b13a5c54e9
821232514;VGO;Nee;Oeveren Bronswijk;6;;Ingeschreven;20-11-2017;Schermerhornstraat 166 ;8015AC;Zwolle;0193010000017988;Oeveren Bronswijk;;;;;;;;;;;;;;;'';;;193;Zwolle;140767186;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/10c83dbd-1191-4786-a12e-47a458870ae3
821273553;KDV;Nee;PUUR Kinderopvang Alphen KDV;16;Ja;Ingeschreven;01-01-2026;Zandstraat 6 ;5131AC;Alphen;1723010000004621;Zo Kinderopvang Holding B.V.;68027265;000063686376;Besloten Vennootschap;2016-02-01;;Postbus 2728;3500GS;Utrecht;;Zandstraat 6 ;5131AC;Alphen;;Melissa Donker;'0615352139';info@puur-kinderopvang.nl;https://www.puur-kinderopvang.nl;1723;Alphen-Chaam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cc440429-3aac-441d-af8a-6ad38b6e4c7e
821404362;BSO;Nee;IKC 't Holthuus;114;;Ingeschreven;01-09-2023;Ot en Sienpad 3 ;6852EG;Huissen;1705010000000500;Skar B.V.;09151688;;Besloten Vennootschap;2016-01-25;;Postbus 473;5600AL;Eindhoven;;;;;;;'0264457157';klantcontact@skar.nl;http://www.skar.nl;1705;Lingewaard;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/fb57a901-e806-4ca9-8f8c-0a2d25f1553a
821481095;BSO;Nee;Hero BSO Eemstraat;30;;Ingeschreven;01-01-2010;Eemstraat 15 ;2025RD;Haarlem;0392010000014850;Stichting Hero kindercentra;41225313;000038207664;Stichting;2016-01-19;;Cornelis van Noordestraat 15A ;2033EC;Haarlem;;Friezenstraat 1 ;2033EA;Haarlem;;Debby Schenkel;'023-2010190';D.schenkel@herokindercentra.nl;;392;Haarlem;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6bbc6103-1b51-46ae-9f83-a320e06e0ed4
821524781;BSO;Nee;Villa Kakelbont;30;;Ingeschreven;01-01-2010;Zuiderveen 39 ;9674TA;Winschoten;1895010000012479;Eden;89608518;000006079261;Eenmanszaak;2016-01-15;;;;;;St. Vitusholt 8e laan 1 ;9674AZ;Winschoten;;Mw. Monique  Eden;'06-53728112';hummelstee@xs4all.nl;http://www.hummelstee.nl;1895;Oldambt;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3aad072e-4966-4844-9ebc-0b69e8fbcdd9
821526029;KDV;Nee;KSH KDV De Boomgaard;24;Nee;Ingeschreven;20-02-2012;Schoolpad 3 ;6953CC;Dieren;0275010000017608;KSH Kinderdagverblijven B.V.;09161221;000028700066;BV;2016-01-08;;Reigerstraat 15a ;6883ER;Velp;;Reigerstraat 15a ;6883ER;Velp;;P.M.J Wilcke;'0314-680498';pwilcke@kinderservicehotels.nl;;275;Rheden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d5980947-2df5-46cb-8a26-4010e787fb4b
821626280;VGO;Nee;Spieker-Pos;6;;Ingeschreven;02-07-2020;Opvang bij de vraagouder;;;;Pos;;;;;;;;;;;;;;;'';;;397;Heemstede;474021890;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7f925838-fdf2-4900-9393-157cd96f6c35
821658487;BSO;Nee;Korein Wiekendreef (BSO);66;;Ingeschreven;01-01-2010;Wiekendreef 101 ;6003BV;Weert;0988010000017670;Korein B.V.;17125104;000027179982;BeslotenVennootschap;2016-01-11;;Postbus 473;5600AL;Eindhoven;;Wiekendreef 101 ;6003BV;Weert;;Klantadvies;'040-2948989';klantadvies@korein.nl;http://www.korein.nl;988;Weert;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2113e770-ec20-49dc-be2f-e5c0e961c377
821686288;KDV;Nee;Rivakids KDV De Speelboerderij;28;Nee;Ingeschreven;01-01-2010;Broekhorst 3 ;6866NN;Heelsum;0274010000257426;Kinderopvangcentrum De Speelboerderij B.V.;09139265;000035970103;BeslotenVennootschap;2016-01-01;;Burgemeester Hoftijzerplein 6 ;4031KV;Ingen;;Postbus 2728;3500GS;Utrecht;;Rivakids;'';kwaliteit@rivakids.nl;http://www.rivakids.nl;274;Renkum;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9274a17e-cd53-461f-b14a-9b0995a29535
821686604;VGO;Nee;Galen;6;;Ingeschreven;13-04-2015;Gerrit Knopstraat 6 ;8701EN;Bolsward;0064010000136816;Galen;;;;;;;;;;;;;;;'';;;1900;Súdwest-Fryslân;257662601;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a6a830f5-ab87-4481-aa95-90c6fe4efa7b
821785035;VGO;Nee;Steen;6;;Ingeschreven;18-01-2021;Pastoor Mandersstraat 37 ;5281EC;Boxtel;0757010001467264;Steen;;;;;;;;;;;;;;;'';;;757;Boxtel;208914973;213760289;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f37facbd-a17e-4269-8d6f-94129d25be48
821884268;BSO;Nee;IKC Jan Ligthart;51;;Ingeschreven;15-08-2018;Plein Emaus 6 ;3135JN;Vlaardingen;0622010000088312;Stichting Wijzer in Opvang;41141268;000046738932;Stichting;2016-03-11;;Burgemeester Van Lierplein 77 ;3134ZB;Vlaardingen;;Plein Emaus 6 ;3135JN;Vlaardingen;;mevrouw K. Rijsdam;'010 - 59 10 581';beleid@wijzer.nu;http://www.wijzer.nu;622;Vlaardingen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/99148644-603c-474d-93e6-6cef859cdb9e
821889588;VGO;Nee;Lijssel Klaassen;6;;Ingeschreven;08-12-2023;Opvang bij de vraagouder;;;;Lijssel Klaassen;;;;;;;;;;;;;;;'';;;1652;Gemert-Bakel;921029494;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/58371215-d345-426b-86ae-e36c65e149a0
821929033;VGO;Nee;Beun Gangaram-Panday;6;;Ingeschreven;11-11-2024;Van Godewijckstraat 17Q ;3311GX;Dordrecht;0505010000095544;Beun Gangaram-Panday;;;;;;;;;;;;;;;'';;;505;Dordrecht;160012351;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/09f7e6bb-2d2f-4787-9581-6ef0b8689472
822278893;KDV;Nee;KDV De Tuinfluiters;43;Nee;Ingeschreven;03-03-2025;Sint Vincentiusstraat 113A ;4901GJ;Oosterhout;0826010000020305;De Tuinfluiters B.V.;42103262;000059515732;Besloten Vennootschap;;;Sint Vincentiusstraat 113A ;4901GJ;Oosterhout;;Sint Vincentiusstraat 113 ;4901GJ;Oosterhout;;I. Zondag;'+31 0652382015';info@kdvdetuinfluiters.nl;http://www.kdvdetuinfluiters.nl;826;Oosterhout;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d68ac7c2-6090-4beb-b0e3-5df009f06dc5
822291514;KDV;Nee;Rivakids Peuterspeelgroep Dribbel;32;Ja;Ingeschreven;01-02-2014;Patrijsstraat 2 ;4043MR;Opheusden;1740010000001890;kindcentrum Betuwe B.V.;56874898;000027335453;BV;2016-01-14;;Hoofdstraat 38 ;4041AE;Kesteren;;Postbus 2728;3500GS;Utrecht;;Rivakids;'';kwaliteit@rivakids.nl;http://www.rivakids.nl;1740;Neder-Betuwe;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8f926570-4026-4053-a097-042af3562631
822333648;VGO;Nee;Morianner;6;;Ingeschreven;14-08-2023;Opvang bij de vraagouder;;;;Morianner;;;;;;;;;;;;;;;'';;;1598;Koggenland;146908405;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/25b3eeae-5ed1-40b0-9384-c4427e4befd5
822385004;BSO;Nee;Kindcentrum De Elzenhof;40;;Ingeschreven;19-10-2020;Ondermaat 13 ;7772JA;Hardenberg;0160010000032989;Stichting Welluswijs Kindcentra;55505651;000055505651;Stichting;2015-12-30;;Blanckvoortallee 6 ;7773AH;Hardenberg;;;;;;mw. E. Hudepohl;'0523-712272';e.hudepohl@welluswijs.nl;http://www.welluswijs.nl;160;Hardenberg;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7582c4ec-ff75-488d-a51c-5c2b217bfaa5
822467926;KDV;Nee;KDV HappyKids 't Arnoldusparkje;156;Ja;Ingeschreven;01-01-2010;Arnolduspark 16 ;2132CR;Hoofddorp;0394010000282024;HappyKids Kinderopvang B.V.;34154944;000042268273;BV;2016-01-01;;Postbus 787;2130AT;Hoofddorp;;Postbus 787;2130AT;Hoofddorp;;;'085-0110070';info@happykids.nl;http://www.happykids.nl;394;Haarlemmermeer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c384348c-ce13-43a3-a023-5488dd78af50
822509611;VGO;Nee;N. de Klerk;6;;Ingeschreven;08-10-2010;Hordijk 97 ;3079DE;Rotterdam;0599010000145392;Klerk;;;;;;;;;;;;;;;'';;;599;Rotterdam;316496522;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/99352040-042d-470d-9c3e-e7076c3983d5
822534344;BSO;Nee;De Kindertjesboom;20;;Ingeschreven;07-11-2017;Aalsterveld 74 ;6641SE;Beuningen Gld;0209010000001040;De Kindertjesboom;63392305;;VOF;2016-04-12;;Aalsterveld 74 ;6641SE;Beuningen Gld;;;;;;Diane Cornelissen;'024-6637978';info@dekindertjesboom.nl;http://www.dekindertjesboom.nl;209;Beuningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a1268e93-286a-4988-afd1-e9bdcd6a60e3
822536559;BSO;Nee;de Vincent;25;;Ingeschreven;18-08-2025;Lambertusstraat 5 ;4872XA;Etten-Leur;0777010000173095;Kober B.V.;20125402;000063243741;Besloten Vennootschap;2016-01-10;;Postbus 7482;4800GL;Breda;;;;;;Helen Fransen;'06-13776384';hfransen@kober.nl;http://www.Kober.nl;777;Etten-Leur;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0c0f78aa-55ed-467a-824a-8db94b981b11
822545688;VGO;Nee;Vister;6;;Ingeschreven;01-09-2015;Rijdt 81 ;6631AR;Horssen;0225010000001987;Vister;;;;;;;;;;;;;;;'';;;225;Druten;285546582;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d5c6ed79-b598-46e1-9635-bd3c7194c5fd
822591789;KDV;Nee;KDV Spelenderwijs;16;Nee;Ingeschreven;24-04-2017;Poppelseweg 11 ;5051PL;Goirle;0785010000006727;Amelsfoort;63006855;000063006855;Eenmanszaak;2017-03-07;;;;;;Poppelseweg 11 ;5051PL;Goirle;;Daphne Vermeer- van Amelsfoort;'06-12476002';info@kdvspelenderwijs.nl;http://www.kdvspelenderwijs.nl;785;Goirle;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cc8bfb8b-78cb-4e85-a973-817e2be7b834
822844588;BSO;Nee;Educatief Centrum Wemeldinge;33;;Ingeschreven;24-08-2026;Kromomme 2 ;4424CB;Wemeldinge;0678010000224991;Stichting Kibeo;22049355;000066156416;Stichting;2016-01-25;;Postbus 328;4460AS;Goes;;;;;;Afdeling Facilitair;'0113 760250';info@kibeo.nl;https://www.kibeo.nl;678;Kapelle;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/82bf1d75-aaa7-42ea-bb97-9cb7468ea992
822867369;BSO;Nee;BSO Kinderdagverblijf Beregoed;12;;Ingeschreven;01-08-2013;H. Hindersstraat 27 ;9665RB;Oude Pekela;0765010000004990;Schrijver;02101592;021015920000;Eenmanszaak;2016-02-02;;;;;;H. Hindersstraat 27 ;9665RB;Oude Pekela;;R.A. Schrijver;'0597-612633';thuishuisberegoed@xs4all.nl;http://www.thuishuis.info;765;Pekela;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0602a577-596b-49af-90a3-b6fd77a682a7
822898421;KDV;Nee;KDV Groningen de Honingboom;31;Ja;Ingeschreven;01-05-2012;Fultsemaheerd 88 ;9736CT;Groningen;0014010011073978;Kids First Kinderopvang NL B.V.;02071716;;BV;2016-01-12;;Postbus 1030;3640BA;Mijdrecht;;Friesestraatweg 215b ;9743AD;Groningen;;Facilitair;'0880350400';facilitair@kidsfirst.nl;http://www.kidsfirst.nl;14;Groningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/626eec67-8eb3-4374-b087-c5ea42431944
822935387;KDV;Nee;Kinderdagverblijf Berenhuis, Kindcentrum EigenWijs;28;Ja;Ingeschreven;09-02-2012;Pastoor Verlindenstraat 22 ;5258HV;Berlicum;0845010000001402;Stichting Kinderopvang Berenhuis;41084279;000050004395;Stichting;2015-12-15;;Schuurkerkpad 33 ;5258AE;Berlicum;;Schuurkerkpad 33 ;5258AE;Berlicum;;M.G.J.G. Smids-Verbakel;'073-5033302';m.smids@berenhuis.nl;http://www.berenhuis.nl;845;Sint-Michielsgestel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/307a3a39-2d6b-4f02-b2a1-24ff4b8660a8
